Date,Time,Area Affected,Event Type
2012-07-24 07:01:00,2012-07-24 07:01:00,Northern Indiana,Severe Weather - Thunderstorms
2012-07-24 07:30:00,2012-07-24 07:30:00,Northern Illinois,Severe Weather - Thunderstorms
2012-07-26 18:14:00,2012-07-26 18:14:00,Western Pennsylvania,Severe Weather - Thunderstorms
2012-07-26 18:21:00,2012-07-26 18:21:00,North/Central Pennsylvania,Severe Weather - Thunderstorms
2012-07-26 18:30:00,2012-07-26 18:30:00,Eastern Ohio,Severe Weather - Thunderstorms
2012-07-27 17:19:00,2012-07-27 17:19:00,Central Indiana,Severe Weather - Thunderstorms
2012-08-01 12:00:00,2012-08-01 12:00:00,"Oklahoma, Arkansas",Public Appeal to Reduce Electricity Usage
2012-08-04 03:55:00,2012-08-04 03:55:00,"Temblor Substation in McKittrick, California",Electrical System Separation (Islanding)
2012-08-04 04:00:00,2012-08-04 04:00:00,Northern Indiana,Severe Weather - Thunderstorms
2012-08-04 17:30:00,2012-08-04 17:30:00,Northeast Illinois,Severe Weather - Thunderstorms
2012-08-11 12:45:00,2012-08-11 12:45:00,"Tacoma, Washington",Suspected Physical Attack
2012-08-13 13:15:00,2012-08-13 13:15:00,"Knoxville, Tennessee",Vandalism
2012-08-13 15:52:00,2012-08-13 15:52:00,CFE (Mexico & U.S.),Severe Weather - Dust Storm; Load Shed Event
2012-08-16 13:13:00,2012-08-16 13:13:00,Northern Indiana,Vandalism
2012-08-19 08:42:00,2012-08-19 08:42:00,"El Paso, Texas",Suspected Physical Attack
2012-08-26 22:04:00,2012-08-26 22:04:00,Florida,Severe Weather - TS Isaac
2012-08-28 06:00:00,2012-08-28 06:00:00,"Arkansas, Louisiana, Mississippi",Severe Weather - Hurricane Isaac
2012-08-29 06:53:00,2012-08-29 06:53:00,Louisiana,Severe Weather - Hurricane Isaac
2012-08-29 09:00:00,2012-08-29 09:00:00,Louisiana,Severe Weather - Hurricane Isaac
2012-08-29 09:48:00,2012-08-29 09:48:00,Louisiana,Severe Weather - Hurricane Isaac
2012-09-05 10:56:00,2012-09-05 10:56:00,"Alberta, Canada",Electrical System Separation (Islanding)
2012-09-06 04:45:00,2012-09-06 04:45:00,"Oroville, California",Fuel Supply Deficiency (Water)
2012-09-07 21:30:00,2012-09-07 21:30:00,Arkansas,Severe Weather - Thunderstorms
2012-09-08 15:40:00,2012-09-08 15:40:00,"Prince George's County, Montgomery County Maryland; D.C.",Severe Weather - Thunderstorms
2012-09-08 15:53:00,2012-09-08 15:53:00,Virginia,Severe Weather - Thunderstorms
2012-09-11 13:00:00,2012-09-11 13:00:00,"Alberta, Canada",Electrical System Separation (Islanding)
2012-09-24 00:00:00,2012-09-24 00:00:00,"Brighton, Maryland",Suspected Physical Attack
2012-09-26 21:16:00,2012-09-26 21:16:00,Puerto Rico,Voltage Reduction
2012-10-05 17:30:00,2012-10-05 17:30:00,"Greater Sacramento, California",Suspected Physical Attack
2012-10-09 00:00:00,2012-10-09 00:00:00,"Seat Pleasant, Maryland",Vandalsim
2012-10-11 00:00:00,2012-10-11 00:00:00,"Seat Pleasant, Maryland",Vandalsim
2012-10-14 10:36:00,2012-10-14 10:36:00,Northern California,Electrical System Separation (Islanding)
2012-10-15 14:15:00,2012-10-15 14:15:00,Southeast Vermont,Vandalism; Theft
2012-10-22 00:00:00,2012-10-22 00:00:00,"Norbeck, Maryland",Physical Attack; Vandalism
2012-10-23 09:10:00,2012-10-23 09:10:00,"Crawfordsville, Indiana",Transmission System Interruption
2012-10-24 00:00:00,2012-10-24 00:00:00,"Kingswood, Maryland",Physical Attack; Vandalism
2012-10-24 00:00:00,2012-10-24 00:00:00,"Brighton, Maryland",Suspected Physical Attack
2012-10-24 15:15:00,2012-10-24 15:15:00,"Frankford, Delaware",Physical Attack; Vandalism
2012-10-25 00:00:00,2012-10-25 00:00:00,"West Lanham, Maryland",Physical Attack; Vandalism
2012-10-25 14:39:00,2012-10-25 14:39:00,"Pueblo, Colorado",Physical Attack; Vandalism
2012-10-25 18:51:00,2012-10-25 18:51:00,"Newark, Delaware",Physical Attack; Vandalism
2012-10-29 00:00:00,2012-10-29 00:00:00,West Virginia,Severe Weather - Hurricane Sandy
2012-10-29 08:00:00,2012-10-29 08:00:00,New Jersey,Severe Weather - Hurricane Sandy
2012-10-29 09:00:00,2012-10-29 09:00:00,"LaGrande, Washington",Physical Attack; Vandalism
2012-10-29 09:00:00,2012-10-29 09:00:00,"Delaware, Maryland",Severe Weather - Hurricane Sandy
2012-10-29 12:00:00,2012-10-29 12:00:00,New Jersey,Severe Weather - Hurricane Sandy
2012-10-29 13:00:00,2012-10-29 13:00:00,"Long Island, New York",Severe Weather - Hurricane Sandy
2012-10-29 14:40:00,2012-10-29 14:40:00,"Boston, Southeast Massachusetts",Severe Weather - Hurricane Sandy
2012-10-29 14:45:00,2012-10-29 14:45:00,Eastern Massachusetts,Severe Weather - Hurricane Sandy
2012-10-29 15:00:00,2012-10-29 15:00:00,"Las Vegas, Nevada",Suspected Physical Attack
2012-10-29 15:15:00,2012-10-29 15:15:00,"Connecticut, Western Massachusetts",Severe Weather - Hurricane Sandy
2012-10-29 16:00:00,2012-10-29 16:00:00,Eastern Pennsylvania,Severe Weather - Hurricane Sandy
2012-10-29 16:00:00,2012-10-29 16:00:00,Maryland; West Virginia,Severe Weather - Hurricane Sandy
2012-10-29 16:00:00,2012-10-29 16:00:00,Greater Cleveland Ohio,Severe Weather - Hurricane Sandy
2012-10-29 16:01:00,2012-10-29 16:01:00,"Greater New York City, New York",Severe Weather - Hurricane Sandy
2012-10-29 16:03:00,2012-10-29 16:03:00,New Jersey,Severe Weather - Hurricane Sandy
2012-10-29 16:45:00,2012-10-29 16:45:00,New Hampshire,Severe Weather - Hurricane Sandy
2012-10-29 17:13:00,2012-10-29 17:13:00,Greater Baltimore Maryland,Severe Weather - Hurricane Sandy
2012-10-29 17:30:00,2012-10-29 17:30:00,Greater Philadelphia Pennsylvania,Severe Weather - Hurricane Sandy
2012-10-29 18:11:00,2012-10-29 18:11:00,Central Pennsylvania,Severe Weather - Hurricane Sandy
2012-10-29 18:12:00,2012-10-29 18:12:00,Virginia,Severe Weather - Hurricane Sandy
2012-10-29 18:46:00,2012-10-29 18:46:00,Southeast New York; New Jersey,Severe Weather - Hurricane Sandy
2012-10-29 18:48:00,2012-10-29 18:48:00,New York,Severe Weather - Hurricane Sandy
2012-10-29 19:00:00,2012-10-29 19:00:00,Indiana; Kentucky; Michigan; Ohio,Severe Weather - Nor'easter
2012-10-29 19:15:00,2012-10-29 19:15:00,Southeast and Seacoast Maine,Severe Weather - Hurricane Sandy
2012-10-30 00:00:00,2012-10-30 00:00:00,"Hyattsville, Maryland",Physical Attack; Vandalism
2012-10-30 02:00:00,2012-10-30 02:00:00,Greater Detroit Michigan,Severe Weather - Nor'easter
2012-10-30 13:20:00,2012-10-30 13:20:00,"Fitzwilliam, New Hampshire",Vandalism   
2012-10-30 15:00:00,2012-10-30 15:00:00,"Pueblo, Colorado",Physical Attack; Vandalism
2012-11-02 00:00:00,09:30:00,"Concord, Vermont",Physical Attack; Vandalism
2012-11-07 00:00:00,14:21:00,New Hampshire,Physical Attack; Vandalism
2012-11-08 00:00:00,09:34:00,"Bishopville, Maryland",Physical Attack; Vandalism
2012-11-15 00:00:00,05:38:00,Southeast Massachusetts,Physical Attack; Vandalism
2012-11-15 00:00:00,21:09:00,Iowa; Michigan,Suspected Cyber Attack
2012-11-17 00:00:00,10:00:00,"Comanche Peak, Texas",Fuel Supply Deficiency
2012-11-21 00:00:00,14:50:00,"Bethany Beach, Delaware",Physical Attack; Vandalism
2012-11-26 00:00:00,12:37:00,"Frankfort, Delaware",Physical Attack; Vandalism
2012-11-26 00:00:00,15:07:00,"Georgetown, Delaware",Physical Attack; Vandalism
2012-11-27 00:00:00,13:07:00,New Hampshire,Physical Attack; Vandalism
2012-12-02 00:00:00,05:20:00,Northern California,Severe Weather - Winter Storm
2012-12-03 00:00:00,12:02:00,"Tacoma, Washington",Suspected Physical Attack
2012-12-06 00:00:00,21:18:00,"Greater San Jose, California",Load Shed
2012-12-17 00:00:00,06:55:00,"Tacoma, Washington",Suspected Physical Attack
2012-12-25 00:00:00,00:45:00,Arkansas; Louisiana; Mississippi; Texas ,Severe Weather - Winter Storm
2012-12-25 00:00:00,09:28:00,"Houston, Texas","Severe Weather - Cold Front, High Winds"
2012-12-26 00:00:00,14:50:00,"Stantonsburg, North Carolina",Severe Weather - Thunderstorm
2012-12-31 00:00:00,14:21:00,North Carolina,Transmission Interruption
2013-01-07 00:00:00,10:43:00,"Denton, Maryland",Physcial Attack; Vandalism
2013-01-16 00:00:00,14:25:00,"Denton, Maryland",Physcial Attack; Vandalism
2013-01-16 00:00:00,16:45:00,"San Juan County, New Mexico",Suspected Physical Attack
2013-01-16 00:00:00,07:41:00,"Webster County, Iowa",Physical Attack
2013-01-17 00:00:00,18:07:00,"Southwest Virginia, Southern West Virginia",Severe Weather - Winter Storm
2013-01-17 00:00:00,19:02:00,Northeast Tennessee,Severe Weather - Winter Storm
2013-01-17 00:00:00,20:35:00,"Elizabeth City, North Carolina",Distribution Interruption
2013-01-20 00:00:00,03:30:00,Southeastern Michigan,Severe Weather - Wind Storm
2013-01-28 00:00:00,16:46:00,"Tacoma Narrows Crossing, Washington",Physical Attack
2013-01-31 00:00:00,03:05:00,Central and Eastern Virginia,Severe Weather - Wind Storm
2013-01-31 00:00:00,06:30:00,Connecticut,Severe Weather - Wind Storm
2013-02-02 00:00:00,21:15:00,"El Paso, New Mexico",Vandalism
2013-02-07 00:00:00,08:32:00,"Cincinnati, Ohio",Vandalism
2013-02-08 00:00:00,11:38:00,District of Columbia; Prince George's County Maryland,Equipment Trip & Failure
2013-02-08 00:00:00,20:00:00,Central and eastern Massachusetts; Rhode Island,Severe Weather - Winter Storm Nemo
2013-02-08 00:00:00,20:55:00,Boston area and Southeast Massachusetts,Severe Weather - Winter Storm Nemo
2013-02-09 00:00:00,08:30:00,"El Paso, New Mexico",Vandalism; Equipment Fault
2013-02-10 00:00:00,19:46:00,Puerto Rico,Generator Trip; Voltage Reduction
2013-02-13 00:00:00,09:30:00,"Fort Washington, Maryland",Vandalism
2013-02-13 00:00:00,17:39:00,Eastern Massachusetts,Fuel Supply Emergency - Petroleum
2013-02-15 00:00:00,00:00:00,"Tuxedo, Maryland",Vandalism
2013-02-16 00:00:00,07:54:00,Prince George's County Maryland,Vandalism
2013-02-19 00:00:00,16:01:00,"Stockton, California",Electrical System Separation (Islanding)
2013-02-21 00:00:00,11:00:00,"Las Cruces, New Mexico",Vandalism
2013-02-26 00:00:00,13:00:00,Northern Missouri,Severe Weather - Winter Storm Nemo
2013-03-03 00:00:00,06:39:00,"Merced County, California",Transmission System Interruption
2013-03-03 00:00:00,16:27:00,"Tacoma Park, Maryland",Vandalism
2013-03-04 00:00:00,09:49:00,Metropolitan area Puerto Rico,Equipment Failure; Transmission System Interruption
2013-03-06 00:00:00,08:22:00,Northwest Virginia,Severe Weather - Winter Storm
2013-03-18 00:00:00,05:21:00,Systemwide Puerto Rico,Generator Trip; Load Shed
2013-03-18 00:00:00,17:50:00,Northeast Florida,Suspected Physical Attack
2013-03-18 00:00:00,19:30:00,North/Central Alabama; Georgia,Severe Weather - Thunderstorms
2013-03-23 00:00:00,07:00:00,Connecticut,Vandalism
2013-03-27 00:00:00,10:25:00,Western Massachusetts,Physical Attack; Vandalism
2013-03-28 00:00:00,13:01:00,"Wilmington, Delaware",Vandalism
2013-03-29 00:00:00,10:16:00,Maryland,Suspected Physical Attack
2013-04-01 00:00:00,08:40:00,Connecticut,Vandalism - Copper Wire Theft
2013-04-03 00:00:00,11:05:00,"Colorado Springs, Colorado",Sabotage; Vandalism
2013-04-09 00:00:00,11:30:00,"Delaware City, Delaware",Vandalism
2013-04-16 00:00:00,01:47:00,California,"Loss of Part of a High Voltage Substation, Physical Attack"
2013-04-17 00:00:00,15:36:00,"Colbert Steam Plant in Cherokee, Alabama",Suspected Physical Attack
2013-04-18 00:00:00,15:00:00,"Southeast Michigan, Michigan",Severe Weather - Storms and Wind
2013-04-21 00:00:00,02:11:00,East Tennessee,Suspected Physical Attack
2013-04-23 00:00:00,11:00:00,"Newark, Delaware",Vandalism
2013-04-23 00:00:00,00:49:00,"South of Humboldt, California",Electrical System Separation (Islanding)
2013-04-25 00:00:00,16:00:00,"Sunol, California",Vandalism
2013-05-01 00:00:00,09:22:00,Northeast Colorado ,Electrical System Separation (Islanding)
2013-05-02 00:00:00,06:52:00,Unknown,Electrical System Separation (Islanding)
2013-05-09 00:00:00,13:21:00,"Alberta, Canada; Washington State",Electrical System Separation (Islanding)
2013-05-13 00:00:00,12:52:00,Central California,Fuel Supply Emergency - Hydro
2013-05-14 00:00:00,00:01:00,"Portland, Oregon",Vandalism/Theft
2013-05-14 00:00:00,10:25:00,New Hampshire,Vandalism
2013-05-15 00:00:00,14:11:00,"Wilmington, Delaware",Vandalism
2013-05-17 00:00:00,08:35:00,"Newcastle, Delaware",Vandalism
2013-05-20 00:00:00,15:00:00,"Moore, Oklahoma",Severe Weather - Tornados
2013-05-20 00:00:00,17:22:00,Gonzales Area Louisiana,Generator Trip; Load Shed 100+ MW
2013-05-22 00:00:00,10:51:00,System wide Puerto Rico,System Wide Voltage Reduction
2013-05-28 00:00:00,13:00:00,Maine,Vandalism/Theft
2013-05-29 00:00:00,00:00:00,"Henrico County, Virginia",Physical Attack
2013-05-29 00:00:00,20:58:00,Central and Eastern New York,Severe Weather - Thunderstorms
2013-05-29 00:00:00,09:52:00,"Wilmington, Delaware",Vandalism/Theft
2013-05-30 00:00:00,10:15:00,"Saranac, New York",Vandalism
2013-05-31 00:00:00,01:00:00,"Maumelle, Arkansas",Severe Weather - Lightning
2013-05-31 00:00:00,18:00:00,"El Reno, S. Oklahoma City, Oklahoma",Severe Weather - Tornados
2013-05-31 00:00:00,19:07:00,"Southeast Kansas, Northeast Oklahoma",Transmission System Interruption
2013-05-31 00:00:00,19:30:00,St. Louis Metro Area Missouri,Severe Weather - Thunderstorms
2013-06-03 00:00:00,12:50:00,"Alberta, Canada",Electrical System Separation (Islanding)
2013-06-13 00:00:00,20:47:00,Southern Company Territory,Severe Weather - Thunderstorms
2013-06-13 00:00:00,15:30:00,District of Columbia; Maryland,Loss of 300+ MW Load; Severe Weather - Thunderstorms
2013-06-13 00:00:00,16:08:00,"Richmond Metro area, Virginia",Severe Weather - Thunderstorms
2013-06-13 00:00:00,13:17:00,Western Piedmont North Carolina,Severe Weather - Thunderstorms
2013-06-13 00:00:00,17:45:00,Central and Eastern North Carolina,Severe Weather - Thunderstorms
2013-06-13 00:00:00,15:20:00,Ohio; Virginia; West Virginia,Severe Weather - Thunderstorms
2013-06-17 00:00:00,16:17:00,Hillsborough County Florida,Load Shed of 100+ MW Under Emergency Operational Policy
2013-06-18 00:00:00,15:51:00,Wyoming,Electrical System Separation (Islanding)
2013-06-19 00:00:00,19:57:00,"Alberta, Canada",Electrical System Separation (Islanding)
2013-06-20 00:00:00,18:00:00,"Richie Station (No. 123), Maryland",Physcial Attack; Vandalism
2013-06-21 00:00:00,08:31:00,"Michigan, Iowa",Suspected Cyber Attack
2013-06-21 00:00:00,07:40:00,Pahrump Nevada,Physical Attack; Vandalism & Sabotage
2013-06-21 00:00:00,03:00:00,Minnesota,Severe Weather - Hailstorm
2013-06-21 00:00:00,23:14:00,New Castle Delaware,Physical Attack; Vandalism  
2013-06-21 00:00:00,17:39:00,Minneapolis/St. Paul area Minnesota,Severe Weather - Hailstorm
2013-06-22 00:00:00,16:12:00,Eastern Montana,Suspected Physical Attack
2013-06-22 00:00:00,04:59:00,Medford Oregon,Physical Attack; Vandalism  
2013-06-23 00:00:00,21:20:00,Central Coast California,Severe Weather - Fog
2013-06-24 00:00:00,19:30:00,Illinois,Severe Weather - Thunderstorms
2013-06-24 00:00:00,19:30:00,Indiana,Severe Weather - Thunderstorms
2013-06-27 00:00:00,17:00:00,South Eastern Michigan,Severe Weather - Thunderstorms
2013-06-27 00:00:00,01:10:00,"Richie Substation,Seat Pleasant, Maryland",Physical Attack; Vandalism  
2013-06-28 00:00:00,18:02:00,"Los Angeles and Orange Counties, California",Equipment Failure
2013-06-28 00:00:00,13:00:00,Vermont,Physical Attack; Vandalism  
2013-06-28 00:00:00,17:14:00,New Castle Delaware,Physical Attack; Vandalism  
2013-07-02 00:00:00,14:20:00,"Alberta, Canada",Load Shed 100+MW
2013-07-03 00:00:00,09:34:00,Sacramento California,Suspected Physical Attack
2013-07-03 00:00:00,12:04:00,System-wide Puerto Rico,Voltage Reduction; Line and Generator Trip
2013-07-05 00:00:00,00:05:00,California,Physical Attack; Vandalism
2013-07-10 00:00:00,14:30:00,"Boston, Massachusetts",Physical Attack; Copper Theft
2013-07-10 00:00:00,17:30:00,AEP Ohio Power Footprint,Severe Weather - Thunderstorms
2013-07-11 00:00:00,23:20:00,Arizona,Physical Attack; Vandalism
2013-07-12 00:00:00,10:00:00,Washington,Physical Attack; Vandalism
2013-07-17 00:00:00,15:30:00,"Holtsville, New York",Fuel Supply Emergency (Natural Gas)
2013-07-18 00:00:00,03:15:00,Utah,Physical Attack; Vandalism   
2013-07-18 00:00:00,11:30:00,Upstate New York,Public Appeal - Heatwave
2013-07-18 00:00:00,23:45:00,Southern Orange County California,Equipment Failure
2013-07-19 00:00:00,18:00:00,Michigan,Severe Weather - Thunderstorms
2013-07-19 00:00:00,22:30:00,New York,Severe Weather - Thunderstorms
2013-07-22 00:00:00,07:00:00,California,Physical Attack; Vandalism
2013-07-23 00:00:00,23:38:00,"Tulsa, Oklahoma",Severe Weather - Thunderstorms
2013-07-25 00:00:00,13:10:00,"Polk Substation, Tacoma Washington",Physical Attack; Vandalism
2013-08-01 00:00:00,11:00:00,"Newburgh, New York",Physical Attack; Copper Theft
2013-08-01 00:00:00,18:54:00,Western British Columbia,Electrical System Separation (Islanding
2013-08-01 00:00:00,23:19:00,Daytona Beach Florida,Loss of 300+ MW Load
2013-08-04 00:00:00,03:00:00,Utah,Physical Attack; Vandalism
2013-08-05 00:00:00,18:35:00,"Vancouver, British Columbia",Electrical System Separation (Islanding); Severe Weather
2013-08-06 00:00:00,16:00:00,"Holloman Air Force Base, New Mexico",Physcial Attack; Vandalism
2013-08-07 00:00:00,07:30:00,"Green Bay, Wisconsin",Fuel Supply Emergency (Natural Gas & Fuel Oil)
2013-08-07 00:00:00,14:30:00,"Arlington, Oregon",Physcial Attack; Vandalism
2013-08-07 00:00:00,00:15:00,Eastern Central Wisconsin,Severe Weather - Thunderstorms
2013-08-12 00:00:00,11:55:00,"Portland, Oregon",Suspicious Activity
2013-08-16 00:00:00,16:58:00,Houston Service Area Texas,Severe Weather - Thunderstorms
2013-08-19 00:00:00,19:06:00,Central California,Severe Weather - Lightning Strike
2013-08-21 00:00:00,14:00:00,"Cabot, Arkansas",Physcial Attack; Sabotage
2013-08-22 00:00:00,08:40:00,"Gila River, Arizona",Physcial Attack; Sabotage
2013-08-22 00:00:00,12:55:00,"New Castle, Delaware",Physcial Attack; Vandalism
2013-08-23 00:00:00,07:30:00,"New Castle, Delaware",Physcial Attack; Vandalism
2013-08-26 00:00:00,20:15:00,Tacoma Washington,Physcial Attack; Vandalism
2013-08-28 00:00:00,09:30:00,Sweetwater County Wyoming,Physcial Attack; Vandalism
2013-08-29 00:00:00,14:57:00,"Ashland, Wisconsin",Electrical System Separation (Islanding); Severe Weather
2013-08-29 00:00:00,09:50:00,"Joplin, Missouri",Physcial Attack; Vandalism
2013-08-30 00:00:00,19:30:00,Entire ComEd territory Illinois,Severe Weather - Thunderstorms
2013-09-10 00:00:00,17:42:00,"Erie, Pennsylvania",Load Shed of 100+ MW
2013-09-11 00:00:00,16:00:00,Southeastern Michigan,Severe Weather - Thunderstorms
2013-09-29 00:00:00,00:00:00,Cabot Arkansas,Physcial Attack; Sabotage
2013-10-06 00:00:00,07:25:00,"Jacksonville, Arkansas",Physical Attack
2013-10-11 00:00:00,14:30:00,"Keo, Arkansas",Physical Attack
2013-10-16 00:00:00,11:15:00,"Roxboro Plant, North Carolina",Cyber Event with Potential to Cause Impact
2013-10-19 00:00:00,14:32:00,California,Physical Attack
2013-10-21 00:00:00,05:18:00,Location Unknown,Electrical System Separation (Islanding)
2013-10-26 00:00:00,07:13:00,Arizona,Suspected Physical Attack
2013-10-27 00:00:00,04:27:00,"Houston, Texas",Severe Weather - Hail Storm
2013-11-01 00:00:00,13:26:00,"Wilmington, Delaware",Physical Attack - Vandalism
2013-11-02 00:00:00,08:25:00,"Salt Lake City, Utah",Physical Attack - Vandalism
2013-11-02 00:00:00,00:00:00,"King, Whatcom, and Skagit, Washington",Severe Weather - Heavy Winds
2013-11-04 00:00:00,09:04:00,Connecicut,Physical Attack - Vandalism
2013-11-05 00:00:00,10:10:00,Indiana,Physical Attack
2013-11-12 00:00:00,14:04:00,"Valle, California",Electrical System Separation (Islanding)
2013-11-12 00:00:00,09:14:00,Eastern Central New Mexico,Loss of Power from Wholesale Provider; Major Distribution Disruption
2013-11-16 00:00:00,15:15:00,"Salt Lake County, Utah",Physical Attack - Vandalism
2013-11-17 00:00:00,07:00:00,Michigan,Severe Weather - Ice and Snow Storm
2013-11-17 00:00:00,12:35:00,"Rochelle, Indiana",System-wide voltage reductions of 3 percent or more
2013-11-17 00:00:00,16:47:00,Central Indiana,Severe Weather - Tornadoes
2013-11-17 00:00:00,16:45:00,Entire Lower Peninsula Michigan,Severe Weather - Thunderstorms
2013-11-17 00:00:00,12:35:00,"Central Missouri, Central Illinois",Severe Weather - Tornadoes
2013-11-17 00:00:00,13:06:00,North Central Indiana,Severe Weather - Thunderstorms
2013-11-17 00:00:00,16:19:00,"Indiana, Michigan",Severe Weather - Thunderstorms
2013-11-17 00:00:00,14:31:00,Entire ComEd Territory Illinois,Severe Weather - Thunderstorms
2013-11-17 00:00:00,16:47:00,Central Indiana,Severe Weather - Thunderstorms
2013-11-20 00:00:00,03:08:00,Salt Lake County Utah,Physical Attack - Vandalism
2013-11-21 00:00:00,19:45:00,Northern California,Severe Weather - Wind Storm
2013-11-24 00:00:00,07:38:00,Salt Lake County Utah,Physical Attack - Vandalism
2013-12-04 00:00:00,05:00:00,"Idaho Falls Area Idaho, Utah-Idaho Border Utah",Load Shed 100+ MW
2013-12-06 00:00:00,08:47:00,"Saratoga, Utah","Physical Attack - Vandalism, Theft"
2013-12-06 00:00:00,01:51:00,"Greater Houston, Texas",Severe Weather - Ice/Snow
2013-12-09 00:00:00,06:54:00,Virginia Service Territory,Severe Weather - Ice/Snow
2013-12-10 00:00:00,01:01:00,Arizona,Suspected Physical Attack
2013-12-13 00:00:00,11:00:00,Texas,Fuel Supply Emergencies (Coal)
2013-12-13 00:00:00,11:00:00,Texas,Fuel Supply Emergencies (Coal)
2013-12-22 00:00:00,06:16:00,Frontier/Genesee/Northern New York,Severe Weather - Ice/Snow
2013-12-22 00:00:00,06:30:00,Michigan,Severe Weather - Ice/Snow
2013-12-22 00:00:00,03:28:00,"Southern Lower Penninsula, Michigan",Severe Weather - Ice/Snow
2013-12-23 00:00:00,15:20:00,Central Maine Maine,Severe Weather - Ice/Snow
2013-12-27 00:00:00,09:43:00,Gilabend Arizona,Physical Attack
2013-12-30 00:00:00,11:00:00,Salt Lake County Utah,Physical Attack
2013-12-30 00:00:00,11:00:00,North of Roosevelt lake Arizona,Physical Attack
2014-01-06 00:00:00,19:50:00,District of Columbia,Voltage Reduction due to Severe Weather - Cold
2014-01-06 00:00:00,19:50:00,Unknown,Voltage Reduction due to Severe Weather - Cold
2014-01-06 00:00:00,19:52:00,Delaware,Voltage Reduction due to Severe Weather - Cold
2014-01-06 00:00:00,20:45:00,Unknown,Public Appeal due to Severe Weather - Cold
2014-01-06 00:00:00,19:50:00,Pennsylvania,Voltage Reduction due to Severe Weather - Cold
2014-01-06 00:00:00,19:50:00,Pennsylvania,Voltage Reduction due to Severe Weather - Cold
2014-01-06 00:00:00,14:37:00,Utah,Vandalism
2014-01-06 00:00:00,22:00:00,Kentucky,Public Appeal due to Severe Weather - Cold
2014-01-06 00:00:00,07:01:00,Texas,Public Appeal due to Severe Weather - Cold
2014-01-07 00:00:00,21:00:00,Unknown,Public Appeal due to Severe Weather - Cold
2014-01-07 00:00:00,06:18:00,Pennsylvania,Severe Weather - Cold
2014-01-07 00:00:00,07:58:00,North Carolina,Voltage Reduction; Public Appeal due to Severe Weather - Cold
2014-01-07 00:00:00,16:15:00,North Carolina,Public Appeal due to Severe Weather - Cold
2014-01-07 00:00:00,06:00:00,Northeast Tennessee,Public Appeal due to Severe Weather - Cold
2014-01-07 00:00:00,06:00:00,Tennessee,Public Appeal due to Severe Weather - Cold
2014-01-07 00:00:00,18:00:00,South Carolina,Voltage Reduction; Public Appeal; Load Shed 100+MW due to Severe Weather - Cold
2014-01-07 00:00:00,10:59:00,Illinois,Fuel Supply Emergency - Natural Gas
2014-01-07 00:00:00,09:30:00,"Piedmont North Carolina, Piedmont South Carolina",Fuel Supply Emergency due to Severe Weather - Cold
2014-01-08 00:00:00,05:00:00,Unknown,Voltage Reduction due to Severe Weather - Cold
2014-01-08 00:00:00,06:00:00,South Carolina,Voltage Reduction; Public Appeal; Load Shed 100+MW due to Severe Weather - Cold
2014-01-13 00:00:00,16:44:00,Arizona,Physical Attack - Vandalism
2014-01-15 00:00:00,14:32:00,Utah,Physical Attack - Vandalism
2014-01-16 00:00:00,12:30:00,Arizona,Physical Attack - Vandalism
2014-01-17 00:00:00,12:20:00,Ohio,Suspected Physical Attack
2014-01-17 00:00:00,10:30:00,Illinois,Fuel Supply Emergency - Natural Gas
2014-01-18 00:00:00,17:39:00,Unknown,Electrical System Islanding
2014-01-18 00:00:00,09:00:00,Texas,Public Appeal to Reduce Electricity Usage
2014-01-21 00:00:00,17:00:00,New Jersey,Physical Attack - Vandalism
2014-01-21 00:00:00,12:14:00,Missouri,Physical Attack - Vandalism
2014-01-22 00:00:00,13:55:00,Wisconsin,Physical Attack - Vandalism
2014-01-22 00:00:00,09:45:00,Ohio,Physical Attack - Vandalism
2014-01-22 00:00:00,21:15:00,"Burlington County, New Jersey",Suspected Physical Attack
2014-01-22 00:00:00,00:30:00,Wisconsin,Physical Attack - Vandalism
2014-01-23 00:00:00,04:00:00,Tennessee,Public Appeal due to Severe Weather - Cold
2014-01-23 00:00:00,21:17:00,"Wynoochee, Washington",Physical Attack - Vandalism
2014-01-23 00:00:00,13:04:00,Maryland,Public Appeal due to Severe Weather - Cold
2014-01-23 00:00:00,16:00:00,Tennessee,Public Appeal due to Severe Weather - Cold
2014-01-24 00:00:00,00:00:00,Wisconsin,Fuel Supply Emergency - Coal
2014-01-24 00:00:00,15:30:00,Wisconsin,Physical Attack - Vandalism
2014-01-25 00:00:00,10:00:00,"Madison, Wisconsin",Physical Attack - Vandalism
2014-01-26 00:00:00,23:00:00,New Jersey,Physical Attack
2014-01-26 00:00:00,21:00:00,Oregon,Physical Attack - Vandalism
2014-01-27 00:00:00,14:20:00,Maryland,Public Appeal due to Severe Weather - Cold
2014-01-29 00:00:00,16:00:00,Unknown,Physical Attack - Vandalism
2014-01-30 00:00:00,15:00:00,Arizona,Physical Attack - Vandalism
2014-02-05 00:00:00,00:00:00,"Maryland, West Virginia",Severe Weather - Snow/Ice
2014-02-05 00:00:00,01:00:00,Pennsylvania,Severe Weather - Snow/Ice
2014-02-05 00:00:00,05:00:00,Pennsylvania,Severe Weather - Snow/Ice
2014-02-05 00:00:00,07:00:00,New York,Fuel Supply Emergency - Coal
2014-02-05 00:00:00,07:35:00,"Lancaster Region, Pennsylvania",Severe Weather - Snow/Ice
